"site_name","location","season","common_name","total_observed"
Dublin Central,POINT (-83.13 40.11),Summer 2021,Buteo sp.,6
Dublin Central,POINT (-83.13 40.11),Summer 2021,Canada Goose,1414
Dublin Central,POINT (-83.13 40.11),Summer 2021,Canada Warbler,20
Dublin Central,POINT (-83.13 40.11),Summer 2021,Cape May Warbler,20
Dublin Central,POINT (-83.13 40.11),Summer 2021,Carolina Chickadee,2230
Dublin Central,POINT (-83.13 40.11),Summer 2021,Carolina Wren,1068
Dublin Central,POINT (-83.13 40.11),Summer 2021,Cedar Waxwing,1918
Dublin Central,POINT (-83.13 40.11),Summer 2021,Chestnut-sided Warbler,42
Dublin Central,POINT (-83.13 40.11),Summer 2021,Chimney Swift,2932
Dublin Central,POINT (-83.13 40.11),Summer 2021,Chipping Sparrow,252
Dublin Central,POINT (-83.13 40.11),Summer 2021,Cliff Swallow,64
Dublin Central,POINT (-83.13 40.11),Summer 2021,Common Grackle,5636
Dublin Central,POINT (-83.13 40.11),Summer 2021,Common Nighthawk,62
Dublin Central,POINT (-83.13 40.11),Summer 2021,Common Yellowthroat,28
Dublin Central,POINT (-83.13 40.11),Summer 2021,Cooper's Hawk,164
Dublin Central,POINT (-83.13 40.11),Summer 2021,Double-crested Cormorant,842
Dublin Central,POINT (-83.13 40.11),Summer 2021,Downy Woodpecker,1504
Dublin Central,POINT (-83.13 40.11),Summer 2021,Eastern Bluebird,666
Dublin Central,POINT (-83.13 40.11),Summer 2021,Eastern Kingbird,136
Dublin Central,POINT (-83.13 40.11),Summer 2021,Eastern Phoebe,98
Dublin Central,POINT (-83.13 40.11),Summer 2021,Eastern Towhee,8
Dublin Central,POINT (-83.13 40.11),Summer 2021,Eastern Wood-Pewee,328
Dublin Central,POINT (-83.13 40.11),Summer 2021,Empidonax sp.,54
Dublin Central,POINT (-83.13 40.11),Summer 2021,European Starling,1416
Dublin Central,POINT (-83.13 40.11),Summer 2021,Field Sparrow,6
Dublin Central,POINT (-83.13 40.11),Summer 2021,Golden-winged Warbler,6
Dublin Central,POINT (-83.13 40.11),Summer 2021,Gray Catbird,2554
Dublin Central,POINT (-83.13 40.11),Summer 2021,Gray-cheeked Thrush,2
Dublin Central,POINT (-83.13 40.11),Summer 2021,Great Blue Heron,658
Dublin Central,POINT (-83.13 40.11),Summer 2021,Great Crested Flycatcher,250
Dublin Central,POINT (-83.13 40.11),Summer 2021,Great Egret,538
Dublin Central,POINT (-83.13 40.11),Summer 2021,Green Heron,30
Dublin Central,POINT (-83.13 40.11),Summer 2021,gull sp.,16
Dublin Central,POINT (-83.13 40.11),Summer 2021,Hairy Woodpecker,214
Dublin Central,POINT (-83.13 40.11),Summer 2021,Herring Gull,2
Dublin Central,POINT (-83.13 40.11),Summer 2021,Hooded Merganser,148
Dublin Central,POINT (-83.13 40.11),Summer 2021,Hooded Warbler,2
Dublin Central,POINT (-83.13 40.11),Summer 2021,House Finch,2778
Dublin Central,POINT (-83.13 40.11),Summer 2021,House Sparrow,1404
Dublin Central,POINT (-83.13 40.11),Summer 2021,House Wren,436
Dublin Central,POINT (-83.13 40.11),Summer 2021,Indigo Bunting,18
Dublin Central,POINT (-83.13 40.11),Summer 2021,Killdeer,120
Dublin Central,POINT (-83.13 40.11),Summer 2021,Larus sp.,2
Dublin Central,POINT (-83.13 40.11),Summer 2021,Lawrence's Warbler (hybrid),2
Dublin Central,POINT (-83.13 40.11),Summer 2021,Least Flycatcher,36
Dublin Central,POINT (-83.13 40.11),Summer 2021,Little Blue Heron,2
Dublin Central,POINT (-83.13 40.11),Summer 2021,Magnolia Warbler,284
Dublin Central,POINT (-83.13 40.11),Summer 2021,Mallard,10194
Dublin Central,POINT (-83.13 40.11),Summer 2021,Marsh Wren,2
Dublin Central,POINT (-83.13 40.11),Summer 2021,merganser sp.,2
Dublin Central,POINT (-83.13 40.11),Summer 2021,Mourning Dove,1390
Dublin Central,POINT (-83.13 40.11),Summer 2021,Mourning Warbler,6
Dublin Central,POINT (-83.13 40.11),Summer 2021,Mute Swan,716
Dublin Central,POINT (-83.13 40.11),Summer 2021,Nashville Warbler,14
Dublin Central,POINT (-83.13 40.11),Summer 2021,new world flycatcher sp.,22
Dublin Central,POINT (-83.13 40.11),Summer 2021,new world warbler sp.,20
Dublin Central,POINT (-83.13 40.11),Summer 2021,Northern Cardinal,3946
Dublin Central,POINT (-83.13 40.11),Summer 2021,Northern Flicker,732
Dublin Central,POINT (-83.13 40.11),Summer 2021,Northern Mockingbird,2
Dublin Central,POINT (-83.13 40.11),Summer 2021,Northern Parula,24
Dublin Central,POINT (-83.13 40.11),Summer 2021,Northern Rough-winged Swallow,136
Dublin Central,POINT (-83.13 40.11),Summer 2021,Northern Waterthrush,6
Dublin Central,POINT (-83.13 40.11),Summer 2021,Orchard Oriole,4
Dublin Central,POINT (-83.13 40.11),Summer 2021,Osprey,254
Dublin Central,POINT (-83.13 40.11),Summer 2021,Ovenbird,12
Dublin Central,POINT (-83.13 40.11),Summer 2021,peep sp.,6
Dublin Central,POINT (-83.13 40.11),Summer 2021,Philadelphia Vireo,46
Dublin Central,POINT (-83.13 40.11),Summer 2021,Pied-billed Grebe,6
Dublin Central,POINT (-83.13 40.11),Summer 2021,Pileated Woodpecker,142
Dublin Central,POINT (-83.13 40.11),Summer 2021,Pine Warbler,8
Dublin Central,POINT (-83.13 40.11),Summer 2021,Prothonotary Warbler,2
Dublin Central,POINT (-83.13 40.11),Summer 2021,Purple Martin,6
Dublin Central,POINT (-83.13 40.11),Summer 2021,Red-bellied Woodpecker,1314
Dublin Central,POINT (-83.13 40.11),Summer 2021,Red-breasted Nuthatch,6
Dublin Central,POINT (-83.13 40.11),Summer 2021,Red-eyed Vireo,286
Dublin Central,POINT (-83.13 40.11),Summer 2021,Red-headed Woodpecker,6
Dublin Central,POINT (-83.13 40.11),Summer 2021,Red-shouldered Hawk,122
Dublin Central,POINT (-83.13 40.11),Summer 2021,Red-tailed Hawk,84
Dublin Central,POINT (-83.13 40.11),Summer 2021,Red-winged Blackbird,1026
Dublin Central,POINT (-83.13 40.11),Summer 2021,Ring-billed Gull,76
Dublin Central,POINT (-83.13 40.11),Summer 2021,Rock Pigeon,44
Dublin Central,POINT (-83.13 40.11),Summer 2021,Rose-breasted Grosbeak,28
Dublin Central,POINT (-83.13 40.11),Summer 2021,Ruby-throated Hummingbird,762
Dublin Central,POINT (-83.13 40.11),Summer 2021,Scarlet Tanager,20
Dublin Central,POINT (-83.13 40.11),Summer 2021,Sharp-shinned/Cooper's Hawk,4
Dublin Central,POINT (-83.13 40.11),Summer 2021,Sharp-shinned Hawk,10
Dublin Central,POINT (-83.13 40.11),Summer 2021,Solitary Sandpiper,22
Dublin Central,POINT (-83.13 40.11),Summer 2021,Song Sparrow,498
Dublin Central,POINT (-83.13 40.11),Summer 2021,Spotted Sandpiper,16
Dublin Central,POINT (-83.13 40.11),Summer 2021,Summer Tanager,2
Dublin Central,POINT (-83.13 40.11),Summer 2021,Swainson's Thrush,190
Dublin Central,POINT (-83.13 40.11),Summer 2021,swallow sp.,32
Dublin Central,POINT (-83.13 40.11),Summer 2021,Tennessee Warbler,28
Dublin Central,POINT (-83.13 40.11),Summer 2021,Tree Swallow,116
Dublin Central,POINT (-83.13 40.11),Summer 2021,Tufted Titmouse,1012
Dublin Central,POINT (-83.13 40.11),Summer 2021,Turkey Vulture,1098
Dublin Central,POINT (-83.13 40.11),Summer 2021,Veery,2
Dublin Central,POINT (-83.13 40.11),Summer 2021,vireo sp.,6
Dublin Central,POINT (-83.13 40.11),Summer 2021,Warbling Vireo,376
Dublin Central,POINT (-83.13 40.11),Summer 2021,White-breasted Nuthatch,856
Dublin Central,POINT (-83.13 40.11),Summer 2021,White-eyed Vireo,36
Dublin Central,POINT (-83.13 40.11),Summer 2021,Willow Flycatcher,2
Dublin Central,POINT (-83.13 40.11),Summer 2021,Wilson's Warbler,14
Dublin Central,POINT (-83.13 40.11),Summer 2021,Winter Wren,2
Dublin Central,POINT (-83.13 40.11),Summer 2021,Wood Duck,314
Dublin Central,POINT (-83.13 40.11),Summer 2021,woodpecker sp.,12
Dublin Central,POINT (-83.13 40.11),Summer 2021,Wood Thrush,6
Dublin Central,POINT (-83.13 40.11),Summer 2021,wren sp.,2
Dublin Central,POINT (-83.13 40.11),Summer 2021,Yellow-bellied Flycatcher,12
Dublin Central,POINT (-83.13 40.11),Summer 2021,Yellow-billed Cuckoo,6
Dublin Central,POINT (-83.13 40.11),Summer 2021,Yellow-rumped Warbler,20
Dublin Central,POINT (-83.13 40.11),Summer 2021,Yellow-throated Vireo,4
Dublin Central,POINT (-83.13 40.11),Summer 2021,Yellow-throated Warbler,36
Dublin Central,POINT (-83.13 40.11),Summer 2021,Yellow Warbler,34
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Alder Flycatcher,1
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,American Bittern,1
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,American Crow,501
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,American Goldfinch,685
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,American Redstart,31
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,American Robin,606
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,American Woodcock,43
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Bald Eagle,2
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Baltimore Oriole,9
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Barn Swallow,1143
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Barred Owl,6
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Bay-breasted Warbler,3
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Bell's Vireo,2
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Belted Kingfisher,3
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Black-and-white Warbler,6
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Blackburnian Warbler,7
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Black-throated Blue Warbler,2
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Black-throated Green Warbler,1
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Black Vulture,9
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Blue-gray Gnatcatcher,4
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Blue Jay,447
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Blue-winged Teal,8
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Brown-headed Cowbird,91
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Brown Thrasher,16
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Buteo sp.,1
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Canada Goose,173
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Cape May Warbler,2
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Carolina Chickadee,427
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Carolina Wren,123
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Cedar Waxwing,79
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Chestnut-sided Warbler,6
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Chimney Swift,110
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Chipping Sparrow,114
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Cliff Swallow,15
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Common Grackle,1458
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Common Nighthawk,8
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Common Yellowthroat,183
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Cooper's Hawk,34
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Double-crested Cormorant,58
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Downy Woodpecker,282
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Eastern Bluebird,213
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Eastern Kingbird,73
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Eastern Meadowlark,9
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Eastern Phoebe,6
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Eastern Towhee,2
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Eastern Wood-Pewee,43
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,European Starling,799
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Field Sparrow,82
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Gray Catbird,237
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Great Blue Heron,24
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Great Crested Flycatcher,32
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Great Egret,75
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Greater Yellowlegs,7
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Green Heron,47
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Hairy Woodpecker,8
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Henslow's Sparrow,1
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Horned Lark,14
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,House Finch,905
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,House Sparrow,560
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,House Wren,118
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Indigo Bunting,56
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Killdeer,256
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Least Bittern,1
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Least Flycatcher,1
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Least Sandpiper,2
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Magnolia Warbler,8
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Mallard,1441
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Marsh Wren,2
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Mourning Dove,509
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Mute Swan,1
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Nashville Warbler,2
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Northern Cardinal,890
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Northern Flicker,82
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Northern Mockingbird,2
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Northern Parula,1
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Northern Rough-winged Swallow,32
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Orchard Oriole,7
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Osprey,36
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Ovenbird,1
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Philadelphia Vireo,4
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Pied-billed Grebe,3
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Pileated Woodpecker,25
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Purple Martin,66
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Red-bellied Woodpecker,194
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Red-breasted Nuthatch,3
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Red-eyed Vireo,13
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Red-shouldered Hawk,12
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Red-tailed Hawk,49
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Red-winged Blackbird,1183
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Rock Pigeon,18
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Rose-breasted Grosbeak,1
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Ruby-throated Hummingbird,80
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Savannah Sparrow,1
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Scarlet Tanager,2
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Sharp-shinned Hawk,1
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Snowy Owl,7
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Solitary Sandpiper,5
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Song Sparrow,357
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Sora,1
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Spizella sp.,1
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Spotted Sandpiper,4
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Swainson's Thrush,58
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,swallow sp.,4
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Tree Swallow,704
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Tufted Titmouse,188
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Turkey Vulture,155
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Virginia Rail,62
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Warbling Vireo,17
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,White-breasted Nuthatch,150
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Willow Flycatcher,95
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Wood Duck,54
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,woodpecker sp.,2
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Wood Thrush,1
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Yellow-bellied Flycatcher,1
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Yellow-billed Cuckoo,2
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Yellow-throated Vireo,2
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Yellow-throated Warbler,2
Dublin Northwest,POINT (-83.16 40.12),Summer 2021,Yellow Warbler,50
Dublin South,POINT (-83.165 40.085),Summer 2021,Acadian Flycatcher,1
Dublin South,POINT (-83.165 40.085),Summer 2021,American Crow,8
Dublin South,POINT (-83.165 40.085),Summer 2021,American Goldfinch,22
Dublin South,POINT (-83.165 40.085),Summer 2021,American Redstart,3
Dublin South,POINT (-83.165 40.085),Summer 2021,American Robin,63
Dublin South,POINT (-83.165 40.085),Summer 2021,Bald Eagle,1
Dublin South,POINT (-83.165 40.085),Summer 2021,Barn Swallow,14
Dublin South,POINT (-83.165 40.085),Summer 2021,Bay-breasted Warbler,2
Dublin South,POINT (-83.165 40.085),Summer 2021,Bell's Vireo,2
Dublin South,POINT (-83.165 40.085),Summer 2021,Black-and-white Warbler,1
Dublin South,POINT (-83.165 40.085),Summer 2021,Blue Grosbeak,1
Dublin South,POINT (-83.165 40.085),Summer 2021,Blue Jay,24
Dublin South,POINT (-83.165 40.085),Summer 2021,Brown-headed Cowbird,1
Dublin South,POINT (-83.165 40.085),Summer 2021,Canada Goose,92
Dublin South,POINT (-83.165 40.085),Summer 2021,Carolina Chickadee,8
Dublin South,POINT (-83.165 40.085),Summer 2021,Carolina Wren,5
Dublin South,POINT (-83.165 40.085),Summer 2021,Cedar Waxwing,5
Dublin South,POINT (-83.165 40.085),Summer 2021,Chimney Swift,2
Dublin South,POINT (-83.165 40.085),Summer 2021,Chipping Sparrow,28
Dublin South,POINT (-83.165 40.085),Summer 2021,Common Grackle,8
Dublin South,POINT (-83.165 40.085),Summer 2021,Common Yellowthroat,3
Dublin South,POINT (-83.165 40.085),Summer 2021,Cooper's Hawk,2
Dublin South,POINT (-83.165 40.085),Summer 2021,Double-crested Cormorant,2
Dublin South,POINT (-83.165 40.085),Summer 2021,Downy Woodpecker,5
Dublin South,POINT (-83.165 40.085),Summer 2021,Eastern Bluebird,2
Dublin South,POINT (-83.165 40.085),Summer 2021,European Starling,31
Dublin South,POINT (-83.165 40.085),Summer 2021,Gray Catbird,21
Dublin South,POINT (-83.165 40.085),Summer 2021,Great Blue Heron,2
Dublin South,POINT (-83.165 40.085),Summer 2021,Great Egret,5
Dublin South,POINT (-83.165 40.085),Summer 2021,Green Heron,7
Dublin South,POINT (-83.165 40.085),Summer 2021,House Finch,16
Dublin South,POINT (-83.165 40.085),Summer 2021,House Sparrow,19
Dublin South,POINT (-83.165 40.085),Summer 2021,House Wren,14
Dublin South,POINT (-83.165 40.085),Summer 2021,Indigo Bunting,3
Dublin South,POINT (-83.165 40.085),Summer 2021,Killdeer,23
Dublin South,POINT (-83.165 40.085),Summer 2021,Magnolia Warbler,2
Dublin South,POINT (-83.165 40.085),Summer 2021,Mallard,159
Dublin South,POINT (-83.165 40.085),Summer 2021,Mourning Dove,30
Dublin South,POINT (-83.165 40.085),Summer 2021,Northern Cardinal,26
Dublin South,POINT (-83.165 40.085),Summer 2021,Northern Flicker,2
Dublin South,POINT (-83.165 40.085),Summer 2021,Osprey,1
Dublin South,POINT (-83.165 40.085),Summer 2021,Red-bellied Woodpecker,3
Dublin South,POINT (-83.165 40.085),Summer 2021,Red-eyed Vireo,1
Dublin South,POINT (-83.165 40.085),Summer 2021,Red-tailed Hawk,2
Dublin South,POINT (-83.165 40.085),Summer 2021,Red-winged Blackbird,48
Dublin South,POINT (-83.165 40.085),Summer 2021,Rock Pigeon,23
Dublin South,POINT (-83.165 40.085),Summer 2021,Ruby-throated Hummingbird,4
Dublin South,POINT (-83.165 40.085),Summer 2021,Snowy Owl,6
Dublin South,POINT (-83.165 40.085),Summer 2021,Solitary Sandpiper,1
Dublin South,POINT (-83.165 40.085),Summer 2021,Song Sparrow,6
Dublin South,POINT (-83.165 40.085),Summer 2021,Swainson's Thrush,1
Dublin South,POINT (-83.165 40.085),Summer 2021,Tree Swallow,6
Dublin South,POINT (-83.165 40.085),Summer 2021,Tufted Titmouse,3
Dublin South,POINT (-83.165 40.085),Summer 2021,Turkey Vulture,5
Dublin South,POINT (-83.165 40.085),Summer 2021,White-breasted Nuthatch,5
Dublin South,POINT (-83.165 40.085),Summer 2021,Willow Flycatcher,3
Dublin South,POINT (-83.165 40.085),Summer 2021,woodpecker sp.,2
Dublin South,POINT (-83.165 40.085),Summer 2021,Yellow Warbler,1
Franklin North,POINT (-83.095 39.97),Summer 2021,American Crow,4
Franklin North,POINT (-83.095 39.97),Summer 2021,American Goldfinch,16
Franklin North,POINT (-83.095 39.97),Summer 2021,American Redstart,2
Franklin North,POINT (-83.095 39.97),Summer 2021,American Robin,24
Franklin North,POINT (-83.095 39.97),Summer 2021,Barn Swallow,35
Franklin North,POINT (-83.095 39.97),Summer 2021,Belted Kingfisher,4
Franklin North,POINT (-83.095 39.97),Summer 2021,Black-and-white Warbler,2
Franklin North,POINT (-83.095 39.97),Summer 2021,blackbird sp.,220
Franklin North,POINT (-83.095 39.97),Summer 2021,Black-crowned Night-Heron,79
Franklin North,POINT (-83.095 39.97),Summer 2021,Blue-gray Gnatcatcher,1
Franklin North,POINT (-83.095 39.97),Summer 2021,Blue Jay,10
Franklin North,POINT (-83.095 39.97),Summer 2021,Brown-headed Cowbird,15
Franklin North,POINT (-83.095 39.97),Summer 2021,Canada Goose,54
Franklin North,POINT (-83.095 39.97),Summer 2021,Carolina Chickadee,11
Franklin North,POINT (-83.095 39.97),Summer 2021,Carolina Wren,7
Franklin North,POINT (-83.095 39.97),Summer 2021,Caspian Tern,15
Franklin North,POINT (-83.095 39.97),Summer 2021,Cedar Waxwing,7
Franklin North,POINT (-83.095 39.97),Summer 2021,Chestnut-sided Warbler,1
Franklin North,POINT (-83.095 39.97),Summer 2021,Chimney Swift,26
Franklin North,POINT (-83.095 39.97),Summer 2021,Chipping Sparrow,12
Franklin North,POINT (-83.095 39.97),Summer 2021,Cliff Swallow,26
Franklin North,POINT (-83.095 39.97),Summer 2021,Common Grackle,95
Franklin North,POINT (-83.095 39.97),Summer 2021,Cooper's Hawk,4
Franklin North,POINT (-83.095 39.97),Summer 2021,Double-crested Cormorant,1930
Franklin North,POINT (-83.095 39.97),Summer 2021,Downy Woodpecker,9
Franklin North,POINT (-83.095 39.97),Summer 2021,Eastern Towhee,1
Franklin North,POINT (-83.095 39.97),Summer 2021,European Starling,392
Franklin North,POINT (-83.095 39.97),Summer 2021,Gray Catbird,22
Franklin North,POINT (-83.095 39.97),Summer 2021,Great Blue Heron,245
Franklin North,POINT (-83.095 39.97),Summer 2021,Great Egret,950
Franklin North,POINT (-83.095 39.97),Summer 2021,Green Heron,7
Franklin North,POINT (-83.095 39.97),Summer 2021,Herring Gull,23
Franklin North,POINT (-83.095 39.97),Summer 2021,House Finch,25
Franklin North,POINT (-83.095 39.97),Summer 2021,House Sparrow,10
Franklin North,POINT (-83.095 39.97),Summer 2021,House Wren,2
Franklin North,POINT (-83.095 39.97),Summer 2021,Indigo Bunting,1
Franklin North,POINT (-83.095 39.97),Summer 2021,Killdeer,7
Franklin North,POINT (-83.095 39.97),Summer 2021,Little Blue Heron,1
Franklin North,POINT (-83.095 39.97),Summer 2021,Mallard,82
Franklin North,POINT (-83.095 39.97),Summer 2021,Mourning Dove,19
Franklin North,POINT (-83.095 39.97),Summer 2021,Nashville Warbler,1
Franklin North,POINT (-83.095 39.97),Summer 2021,Northern Cardinal,38
Franklin North,POINT (-83.095 39.97),Summer 2021,Osprey,8
Franklin North,POINT (-83.095 39.97),Summer 2021,Palm Warbler,1
Franklin North,POINT (-83.095 39.97),Summer 2021,Red-bellied Woodpecker,3
Franklin North,POINT (-83.095 39.97),Summer 2021,Red-tailed Hawk,9
Franklin North,POINT (-83.095 39.97),Summer 2021,Red-winged Blackbird,15
Franklin North,POINT (-83.095 39.97),Summer 2021,Ring-billed Gull,13
Franklin North,POINT (-83.095 39.97),Summer 2021,Rock Pigeon,3
Franklin North,POINT (-83.095 39.97),Summer 2021,Ruby-throated Hummingbird,5
Franklin North,POINT (-83.095 39.97),Summer 2021,Song Sparrow,6
Franklin North,POINT (-83.095 39.97),Summer 2021,Spotted Sandpiper,10
Franklin North,POINT (-83.095 39.97),Summer 2021,swallow sp.,116
Franklin North,POINT (-83.095 39.97),Summer 2021,Tree Swallow,4
Franklin North,POINT (-83.095 39.97),Summer 2021,Turkey Vulture,14
Franklin North,POINT (-83.095 39.97),Summer 2021,White-breasted Nuthatch,7
Franklin North,POINT (-83.095 39.97),Summer 2021,Wood Duck,27
Franklin North,POINT (-83.095 39.97),Summer 2021,Wood Thrush,1
Franklin North,POINT (-83.095 39.97),Summer 2021,Yellow-throated Warbler,1
Gahanna Central,POINT (-82.87 40.035),Summer 2021,Acadian Flycatcher,14
Gahanna Central,POINT (-82.87 40.035),Summer 2021,American Crow,49
Gahanna Central,POINT (-82.87 40.035),Summer 2021,American Goldfinch,143
Gahanna Central,POINT (-82.87 40.035),Summer 2021,American Redstart,8
Gahanna Central,POINT (-82.87 40.035),Summer 2021,American Robin,1648
Gahanna Central,POINT (-82.87 40.035),Summer 2021,Bald Eagle,4
Gahanna Central,POINT (-82.87 40.035),Summer 2021,Baltimore Oriole,5
Gahanna Central,POINT (-82.87 40.035),Summer 2021,Barn Swallow,87
Gahanna Central,POINT (-82.87 40.035),Summer 2021,Barred Owl,2
Gahanna Central,POINT (-82.87 40.035),Summer 2021,Bay-breasted Warbler,1
Gahanna Central,POINT (-82.87 40.035),Summer 2021,Blackburnian Warbler,1
Gahanna Central,POINT (-82.87 40.035),Summer 2021,Blackpoll Warbler,1
Gahanna Central,POINT (-82.87 40.035),Summer 2021,Black-throated Green Warbler,1
